Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A397IQI6,54,,Uncharacterized protein,Diversispora epigaea,1348612,"DNA binding, metal ion binding",nan,Nucleus
A0A2Z6S102,55,,Uncharacterized protein,Rhizophagus clarus,94130,"DNA binding, metal ion binding",nan,Nucleus
A0A4Y9ZCP3,57,,Uncharacterized protein,Dentipellis fragilis,205917,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4S4LG97,58,,Uncharacterized protein,Phellinidium pouzarii,167371,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0H2RP97,58,,Uncharacterized protein,Schizopora paradoxa,27342,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4S8MTU3,58,,Homeobox-domain-containing protein,Dendrothele bispora (strain CBS 962.96),1314807,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4Y9ZCP3,58,,Uncharacterized protein,Dentipellis fragilis,205917,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
J4IAX2,58,24098567,Uncharacterized protein,Fibroporia radiculosa,599839,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4S4LG97,58,,Uncharacterized protein,Phellinidium pouzarii,167371,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0H2RP97,58,,Uncharacterized protein,Schizopora paradoxa,27342,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0C3CGS4,58,,Uncharacterized protein,Piloderma croceum (strain F 1598),765440,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0C3PV98,58,,Uncharacterized protein,Phlebiopsis gigantea 11061_1 CR5-6,745531,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
K5Y724,58,18823001,Uncharacterized protein,Agaricus bisporus var. burnettii (strain JB137-S8 / ATCC MYA-4627 / FGSC 10392) (White button mushroom),597362,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A8N329,58,6005715,Uncharacterized protein,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata),240176,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2A9NWY4,58,,Uncharacterized protein,Amanita thiersii Skay4041,703135,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4S4M3A3,56,,Uncharacterized protein,Bondarzewia mesenterica,1095465,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1Q3DV79,58,,Distal-less homeobox 3,Lentinula edodes (Shiitake mushroom) (Lentinus edodes),5353,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0C3EQI3,58,,Uncharacterized protein,Scleroderma citrinum Foug A,1036808,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A060SLD0,58,,Uncharacterized protein,Pycnoporus cinnabarinus (Cinnabar-red polypore) (Trametes cinnabarina),5643,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5C3QXT5,58,,Uncharacterized protein,Pterula gracilis,1884261,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
D8PMP8,56,9597512,Uncharacterized protein,Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus),578458,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5M3N6T2,65,19208736,Uncharacterized protein,Coniophora puteana (strain RWD-64-598) (Brown rot fungus),741705,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0D7A673,58,,Homeobox-domain-containing protein,Fistulina hepatica ATCC 64428,1128425,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0V0YBK2,58,,Paired box protein Pax-3,Trichinella pseudospiralis (Parasitic roundworm),6337,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
A0A2B4SVU4,58,,Paired box protein Pax-6,Stylophora pistillata (Smooth cauliflower coral),50429,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
F1M524,53,,Rhox homeobox family member 13,Rattus norvegicus (Rat),10116,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding","enteric nervous system development, regulation of transcription by RNA polymerase II",Nucleus
B7PY38,52,,"Homeobox protein, putative",Ixodes scapularis (Black-legged tick) (Deer tick),6945,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
V9GWY9,55,,Oocyte-specific homeobox 8,Mus musculus (Mouse),10090,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
Q9BQY4,53,84528,Rhox homeobox family member 2,Homo sapiens (Human),9606,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding, sequence-specific double-stranded DNA binding","positive regulation of gene expression, regulation of transcription by RNA polymerase II","Nucleus, Other locations"
Q4TU73,54,652926,Reproductive homeobox 10,Rattus norvegicus (Rat),10116,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding, sequence-specific double-stranded DNA binding","enteric nervous system development, positive regulation of gene expression, regulation of transcription by RNA polymerase II, sexual reproduction",Nucleus
Q4TU83,53,434769,Reproductive homeobox 10,Mus musculus (Mouse),10090,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding","enteric nervous system development, regulation of transcription by RNA polymerase II",Nucleus
F1M6S5,53,691272,"Similar to reproductive homeobox on X chromosome, 11",Rattus norvegicus (Rat),10116,"DNA-binding transcription activator activity, RNA polymerase II-specific, DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding, sequence-specific DNA binding, sequence-specific double-stranded DNA binding","enteric nervous system development, positive regulation of transcription by RNA polymerase II, regulation of transcription by RNA polymerase II",Nucleus
Q4TU81,52,382282,Reproductive homeobox 12,Mus musculus (Mouse),10090,DNA binding,nan,Nucleus
Q4TU71,52,363437,Reproductive homeobox on X chromosome 12,Rattus norvegicus (Rat),10116,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding","enteric nervous system development, regulation of transcription by RNA polymerase II",Nucleus
C3ZKJ2,53,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,DNA binding,nan,Nucleus
T1KA63,52,,Homeobox domain-containing protein,Tetranychus urticae (Two-spotted spider mite),32264,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
Q810N8,54,194738,Reproductive homeobox 11,Mus musculus (Mouse),10090,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding","enteric nervous system development, regulation of transcription by RNA polymerase II",Nucleus
Q4TU72,53,298346,Reproductive homeobox on X chromosome 11,Rattus norvegicus (Rat),10116,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding","enteric nervous system development, regulation of transcription by RNA polymerase II",Nucleus
T1EHI4,52,20196034,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific double-stranded DNA binding",regulation of gene expression,Nucleus
A0A4V1IYH0,57,,Homeobox domain-containing protein,Piptocephalis cylindrospora,1907219,DNA binding,nan,Nucleus
A0A5J4Z9W5,51,,Homeobox domain-containing protein,Porphyridium purpureum (Red alga) (Porphyridium cruentum),35688,DNA binding,nan,Nucleus
G7E4V8,50,,Homeobox domain-containing protein,Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970),764103,DNA binding,sterol biosynthetic process,"Endoplasmic reticulum, Nucleus, Other locations"
G4TCD7,57,,Homeobox domain-containing protein,Serendipita indica (strain DSM 11827) (Root endophyte fungus) (Piriformospora indica),1109443,DNA binding,nan,Nucleus
A0A0L0RZK4,56,,Homeobox domain-containing protein,Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus),578462,DNA binding,nan,Nucleus
A0A0C2MRT6,56,,Homeobox domain-containing protein,Thelohanellus kitauei (Myxosporean),669202,DNA binding,nan,Nucleus
A0A183ILY5,58,,Uncharacterized protein,Soboliphyme baturini,241478,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A163IQ72,57,,Homeobox domain-containing protein,Absidia glauca (Pin mould),4829,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A316W5V0,54,,Homeobox domain-containing protein,Ceraceosorus guamensis,1522189,DNA binding,nan,Nucleus
F4PB81,58,18239354,Homeobox domain-containing protein,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus),684364,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","cell differentiation, regulation of transcription by RNA polymerase II",Nucleus
A6PW38,56,,Reproductive homeobox 7B,Mus musculus (Mouse),10090,DNA binding,nan,Nucleus
A0A0G2K871,53,,Rhox homeobox family member 2,Rattus norvegicus (Rat),10116,DNA binding,nan,Nucleus
Q4TU78,53,313451,Homeobox protein Rhox5-like,Rattus norvegicus (Rat),10116,DNA binding,nan,Nucleus
Q2MDF8,53,636177,Reproductive homeobox 4F,Mus musculus (Mouse),10090,DNA binding,nan,Nucleus
Q4TU79,58,100190895,Reproductive homeobox on X chromosome 3,Rattus norvegicus (Rat),10116,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
B1APN4,53,385343,Reproductive homeobox 1,Mus musculus (Mouse),10090,DNA binding,nan,Nucleus
O70238,55,19202,Homeobox protein PSX,Mus musculus (Mouse),10090,DNA binding,nan,Nucleus
M0R9K0,58,100364002,Reproductive homeobox 9-like,Rattus norvegicus (Rat),10116,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding","enteric nervous system development, positive regulation of gene expression, regulation of transcription by RNA polymerase II",Nucleus
Q4TU74,58,298352,RCG53228,Rattus norvegicus (Rat),10116,DNA binding,nan,Nucleus
Q9EQM5,58,104384,Homeobox protein GPBOX,Mus musculus (Mouse),10090,DNA binding,nan,Nucleus
A2ANE0,54,434764,Reproductive homeobox 2F,Mus musculus (Mouse),10090,DNA binding,nan,Nucleus
A0A1D2VDL1,56,30968584,Homeobox domain-containing protein,Ascoidea rubescens DSM 1968,1344418,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507DKF3,57,,Homeobox domain-containing protein,Chytriomyces confervae,246404,DNA binding,nan,Nucleus
A0A139AMN8,56,,Homeobox domain-containing protein,Gonapodya prolifera (strain JEL478) (Monoblepharis prolifera),1344416,DNA binding,nan,Nucleus
A0A0L0SQ45,58,,Homeobox domain-containing protein,Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus),578462,DNA binding,nan,Nucleus
H3H4A1,66,,Uncharacterized protein,Phytophthora ramorum (Sudden oak death agent),164328,"DNA-binding transcription factor activity, metal ion binding, RNA polymerase II transcription regulatory region sequence-specific DNA binding","animal organ morphogenesis, anterior/posterior axis specification, cell differentiation, regulation of transcription by RNA polymerase II",Nucleus
Q5KA02,57,,Homeobox domain-containing protein,Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),214684,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","cell differentiation, regulation of transcription by RNA polymerase II",Nucleus
A0A4V6XVN9,52,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,DNA binding,nan,Nucleus
A0A1X6NRS8,50,,Uncharacterized protein,Porphyra umbilicalis (Purple laver) (Red alga),2786,DNA binding,nan,Nucleus
F1M859,54,,Cytoplasmic polyadenylated homeobox 1,Rattus norvegicus (Rat),10116,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
Q8BX39,54,105594,Cytoplasmic polyadenylated homeobox,Mus musculus (Mouse),10090,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
A0A1W2PPK0,54,,Homeobox domain-containing protein,Homo sapiens (Human),9606,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
A0A1W2PPF3,57,,Double homeobox protein B,Homo sapiens (Human),9606,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
A0A2B4S2E2,56,,Transcription factor LBX2,Stylophora pistillata (Smooth cauliflower coral),50429,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2B4SWE0,55,,Homeobox protein Hox-D1,Stylophora pistillata (Smooth cauliflower coral),50429,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A3M7P1P9,58,,Zinc finger homeobox,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,DNA binding,nan,Nucleus
A0A3M7S3D8,58,,Intestine-specific homeobox,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,DNA binding,nan,Nucleus
B7PGL8,73,,"Homeodomain-containing DNA- binding protein, putative",Ixodes scapularis (Black-legged tick) (Deer tick),6945,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A1V9XDR5,73,,Homeodomain-containing DNA-binding protein-like,Tropilaelaps mercedesae,418985,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
T1JIJ5,73,,Homeobox domain-containing protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A2T7NQK4,73,,Homeobox domain-containing protein,Pomacea canaliculata (Golden apple snail),400727,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A183IN88,75,,Homeobox domain-containing protein,Soboliphyme baturini,241478,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
T1EIR0,45,20196460,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,double-stranded telomeric DNA binding,nan,Nucleus
R7TT64,74,,Homeobox domain-containing protein,Capitella teleta (Polychaete worm),283909,double-stranded telomeric DNA binding,nan,Nucleus
T1EXU1,74,20201391,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A0L8FHR7,73,106883276,Homeobox domain-containing protein,Octopus bimaculoides (California two-spotted octopus),37653,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A6J8DHC6,74,,Homeobox domain-containing protein,Mytilus coruscus (Sea mussel),42192,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A210PY85,74,,Homeobox-containing protein 1,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A3S1A6C0,74,,Homeobox domain-containing protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,double-stranded telomeric DNA binding,nan,Nucleus
A0A1S3KEG4,67,106181242,homeobox-containing protein 1,Lingula unguis,7574,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A0B1S3E1,75,,Homeobox domain protein,Oesophagostomum dentatum (Nodular worm),61180,double-stranded telomeric DNA binding,nan,Nucleus
A0A0N4VRH5,75,,Homeobox domain-containing protein,Enterobius vermicularis (Human pinworm),51028,double-stranded telomeric DNA binding,nan,Nucleus
Q9TYT0,75,171679,Homeobox-containing protein 1,Caenorhabditis elegans,6239,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A6G0URT2,75,,Homeobox domain-containing protein,Halicephalobus sp. NKZ332,2598192,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
H3FD71,72,,Hmbx-1,Pristionchus pacificus (Parasitic nematode),54126,"double-stranded telomeric DNA binding, nuclear receptor activity, RNA polymerase II cis-regulatory region sequence-specific DNA binding","cell differentiation, negative regulation of transcription by RNA polymerase II, positive regulation of transcription by RNA polymerase II",Nucleus
A0A090L9C3,75,,"Homeobox domain and Cro/C1-type helix-turn-helix domain and Homeodomain-like and Lambda repressor-like, DNA-binding domain-containing protein",Strongyloides ratti (Parasitic roundworm),34506,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A2A2L8R5,75,,Homeobox domain-containing protein,Diploscapter pachys,2018661,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A443QTN2,73,,Homeobox-containing protein 1-like protein,Dinothrombium tinctorium,1965070,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A0V0XSV6,74,,Homeobox-containing protein 1,Trichinella pseudospiralis (Parasitic roundworm),6337,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A3S3QVE0,71,,Homeobox-containing protein 1-like protein,Dinothrombium tinctorium,1965070,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
V8PDM3,72,,Homeobox-containing protein 1,Ophiophagus hannah (King cobra) (Naja hannah),8665,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A401NIX6,72,,Homeobox domain-containing protein,Scyliorhinus torazame (Cloudy catshark),75743,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A4Z2FKG0,71,,Homeobox-containing protein 1,Liparis tanakae (Tanaka's snailfish),230148,double-stranded telomeric DNA binding,multicellular organism development,Nucleus
Q4H3K0,73,,Transcription factor protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
C3ZXI6,69,,Homeobox domain-containing protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
W4XHC3,70,,Uncharacterized protein,,,nan,nan,nan
A0A2P8XWD5,52,,Homeodomain-only protein,Blattella germanica (German cockroach) (Blatta germanica),6973,DNA binding,"cell differentiation, multicellular organism development",Nucleus
A0A158NUQ3,54,105624512,Homeodomain-only protein,Atta cephalotes (Leafcutter ant),12957,DNA binding,"cell differentiation, multicellular organism development",Nucleus
A0A6J1T0D0,53,,homeodomain-only protein-like,Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis),133901,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1D2N5L9,53,,Homeodomain-only protein,Orchesella cincta (Springtail),48709,DNA binding,"cell differentiation, multicellular organism development",Nucleus
A0A226DJR1,53,,Homeodomain-only protein,Folsomia candida (Springtail),158441,DNA binding,"cell differentiation, multicellular organism development",Nucleus
Q78ZR5,53,171160,Homeodomain-only protein,Rattus norvegicus (Rat),10116,DNA binding,"chaperone-mediated protein complex assembly, heart development, histone deacetylation, lung alveolus development, negative regulation of cell differentiation, negative regulation of transcription by RNA polymerase II, positive regulation of skeletal muscle tissue regeneration, positive regulation of striated muscle cell differentiation, regulation of heart contraction, regulation of protein binding, regulation of transcription by RNA polymerase II, trophectodermal cell differentiation",Nucleus
A0A2P4TE38,55,,Homeodomain-only protein,Bambusicola thoracicus (Chinese bamboo-partridge) (Perdix thoracica),9083,DNA binding,"cell differentiation, multicellular organism development",Nucleus
A0A2B4RVI3,50,,Homeodomain-only protein,Stylophora pistillata (Smooth cauliflower coral),50429,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
T1EHK2,55,20196052,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","central nervous system development, neuron differentiation, regulation of transcription by RNA polymerase II",Nucleus
A0A5N5SPH6,57,,Segmentation protein even-skipped,Armadillidium nasatum,96803,DNA binding,nan,Nucleus
A0A2P6NEE6,51,,Uncharacterized protein,Planoprotostelium fungivorum,1890364,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2P6NPA7,51,,Homeobox domain-containing protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A8NSG2,54,6012545,Homeobox domain-containing protein,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata),240176,DNA binding,nan,Nucleus
G4TE94,56,,Homeobox domain-containing protein,Serendipita indica (strain DSM 11827) (Root endophyte fungus) (Piriformospora indica),1109443,DNA binding,nan,Nucleus
A0A423TR54,58,,Putative retinal homeobox protein Rx1-like,Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei),6689,DNA binding,nan,Nucleus
W4YG36,58,,Uncharacterized protein,,,nan,nan,nan
A0A5N5T3Q6,58,,Oocyte zinc finger protein XlCOF6.1,Armadillidium nasatum,96803,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A3M7T332,68,,DNA-binding SATB2,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,DNA binding,chromatin remodeling,Nucleus
A0A3M7T3A7,68,,DNA-binding SATB1,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,DNA binding,chromatin remodeling,Nucleus
T1ITP8,68,,Uncharacterized protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,DNA binding,chromatin remodeling,Nucleus
A0A423TMM6,68,,Homeobox domain-containing protein,Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei),6689,DNA binding,chromatin remodeling,Nucleus
A0A6J8E6J6,68,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,DNA binding,chromatin remodeling,Nucleus
A0A0L8FTH5,68,,Uncharacterized protein,Octopus bimaculoides (California two-spotted octopus),37653,DNA binding,chromatin remodeling,Nucleus
V4APN7,68,20242538,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,DNA binding,chromatin remodeling,Nucleus
A0A3M7T332,58,,DNA-binding SATB2,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,DNA binding,chromatin remodeling,Nucleus
A0A3S3SM50,69,,Uncharacterized protein,Dinothrombium tinctorium,1965070,DNA binding,chromatin remodeling,Nucleus
A0A132AJU2,69,,Uncharacterized protein,Sarcoptes scabiei (Itch mite) (Acarus scabiei),52283,DNA binding,chromatin remodeling,Nucleus
T1KTH8,69,,Uncharacterized protein,Tetranychus urticae (Two-spotted spider mite),32264,DNA binding,chromatin remodeling,Nucleus
A0A553P4S1,68,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,DNA binding,chromatin remodeling,Nucleus
A0A1S4EKG7,68,103516689,uncharacterized protein LOC103516689,Diaphorina citri (Asian citrus psyllid),121845,DNA binding,chromatin remodeling,Nucleus
A0A1V9XA85,69,,Uncharacterized protein,Tropilaelaps mercedesae,418985,DNA binding,chromatin remodeling,Nucleus
A0A1W0E950,56,,HD-8,Enterocytozoon hepatopenaei,646526,DNA binding,nan,Nucleus
A0A0G4J5W3,58,,Homeobox domain-containing protein,Plasmodiophora brassicae (Clubroot disease),37360,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,"Mitochondrion, Nucleus"
A0A1Y3BVC9,55,,Uncharacterized protein,Euroglyphus maynei (Mayne's house dust mite),6958,DNA binding,spinal cord motor neuron cell fate specification,Nucleus
Q3UL53,45,546024,"Cone-rod homeobox, opposite strand",Mus musculus (Mouse),10090,transcription regulatory region sequence-specific DNA binding,"blastocyst hatching, neuron development, regulation of transcription, DNA-templated",Nucleus
D3Z8J8,45,,Homeobox domain-containing protein,Rattus norvegicus (Rat),10116,transcription regulatory region sequence-specific DNA binding,"neuron development, regulation of transcription, DNA-templated",Nucleus
A0A444URP5,47,,Homeobox protein siamois,Acipenser ruthenus (Sterlet sturgeon),7906,DNA binding,nan,Nucleus
A0A2P6N071,45,,Heat shock protein DnaJ family protein,Planoprotostelium fungivorum,1890364,"ATP binding, DNA binding, heat shock protein binding, metal ion binding, unfolded protein binding","protein folding, response to heat",Nucleus
E9H4R9,57,,Homeobox domain-containing protein,Daphnia pulex (Water flea),6669,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
B7PY36,57,,"Homeobox protein, putative",Ixodes scapularis (Black-legged tick) (Deer tick),6945,"adenosine deaminase activity, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding","animal organ morphogenesis, anterior/posterior axis specification, cell differentiation, regulation of transcription by RNA polymerase II",Nucleus
A0A0C2ILT4,46,,Homeobox domain-containing protein,Thelohanellus kitauei (Myxosporean),669202,DNA binding,nan,Nucleus
A0A0L0SRW6,58,,Homeobox domain-containing protein,Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus),578462,DNA binding,nan,Nucleus
A0A4E0RJI3,47,,Uncharacterized protein,Fasciola hepatica (Liver fluke),6192,"DNA binding, metal ion binding",nan,Nucleus
A0A183ALR3,46,,Uncharacterized protein,Echinostoma caproni,27848,"DNA binding, metal ion binding",nan,Nucleus
C3XQD6,46,,Paired box protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","anatomical structure development, multicellular organism development, regulation of transcription by RNA polymerase II",Nucleus
Q018M5,52,9834466,Homeobox domain,Ostreococcus tauri,70448,DNA binding,nan,Nucleus
Q22811,54,,Homeobox protein ceh-21,Caenorhabditis elegans,6239,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
A0A6G1FU62,43,,uncharacterized protein,Eremomyces bilateralis CBS 781.70,1392243,DNA binding,nan,Nucleus
K1QLB4,53,,Homeobox domain-containing protein,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,DNA binding,nan,Nucleus
A0A1E3PMW6,55,,Homeobox domain-containing protein,Nadsonia fulvescens var. elongata DSM 6958,857566,DNA binding,nan,Nucleus
A0A4P9X0L9,58,,Uncharacterized protein,Caulochytrium protostelioides,1555241,DNA binding,nan,Nucleus
A0A024TTS3,62,20086524,Uncharacterized protein,Aphanomyces invadans,157072,"DNA binding, metal ion binding",nan,Nucleus
A0A024GCE3,64,,Uncharacterized protein,Albugo candida,65357,"DNA binding, metal ion binding",nan,Nucleus
