Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A158QBE1,58,,Homeobox domain-containing protein,Enterobius vermicularis (Human pinworm),51028,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0R3PX11,58,,Homeobox domain-containing protein,Angiostrongylus costaricensis (Nematode worm),334426,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A090KWK3,58,,Homeotic protein ocelliless,Strongyloides ratti (Parasitic roundworm),34506,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A6G0V682,58,,Homeobox domain-containing protein,Halicephalobus sp. NKZ332,2598192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4U5NI08,58,,Homeobox domain-containing protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A183D6N7,46,,Homeobox domain-containing protein,Gongylonema pulchrum,637853,DNA binding,nan,Nucleus
A0A0J9XNV3,48,,"Bm8998, isoform a",Brugia malayi (Filarial nematode worm),6279,DNA binding,nan,Nucleus
Q93356,57,181530,Homeobox protein ceh-37,Caenorhabditis elegans,6239,"DNA binding, bending, DNA-binding transcription factor activity, RNA polymerase II-specific, double-stranded telomeric DNA binding, RNA polymerase II cis-regulatory region sequence-specific DNA binding, telomeric DNA binding","neuron fate specification, olfactory behavior, regulation of transcription, DNA-templated, regulation of transcription by RNA polymerase II, telomere capping, telomere maintenance, telomere organization","Nucleus, Other locations"
A0A090L2V3,58,,Homeotic protein ocelliless,Strongyloides ratti (Parasitic roundworm),34506,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0N4UC82,58,,Homeobox domain-containing protein,Dracunculus medinensis (Guinea worm),318479,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
Q93352,60,181529,Homeobox protein ceh-36,Caenorhabditis elegans,6239,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, RNA polymerase II transcription regulatory region sequence-specific DNA binding","chemotaxis, neuron fate specification, positive regulation of transcription by RNA polymerase II, regulation of transcription by RNA polymerase II, sensory perception of chemical stimulus",Nucleus
A0A177B3W4,57,,Homeobox protein EgHBX4,Intoshia linei,1819745,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A177B8P1,57,,Double homeobox protein 1,Intoshia linei,1819745,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A177B6B5,57,,Homeobox domain-containing protein,Intoshia linei,1819745,DNA binding,nan,Nucleus
A0A4U5NIU6,57,,Homeobox domain-containing protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A158R6S9,57,,Homeobox domain-containing protein,Taenia asiatica (Asian tapeworm),60517,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0R3W4G4,57,,Homeobox domain-containing protein,Taenia asiatica (Asian tapeworm),60517,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
T1FYT0,58,20213978,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
A0A0N4VJP0,58,,Homeobox domain-containing protein,Enterobius vermicularis (Human pinworm),51028,DNA binding,nan,Nucleus
A0A0N4VIZ2,58,,Homeobox domain-containing protein,Enterobius vermicularis (Human pinworm),51028,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
F6YBZ8,58,,Homeobox domain-containing protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
A0A4S2LQP3,58,,Uncharacterized protein,Opisthorchis felineus,147828,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
A0A4E0REC2,58,,Paired box protein Pax-9,Fasciola hepatica (Liver fluke),6192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
A0A5K4F5G4,58,,Uncharacterized protein,Schistosoma mansoni (Blood fluke),6183,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
A0A183SI18,58,,Homeobox domain-containing protein,Schistocephalus solidus (Tapeworm),70667,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
B3RKR1,58,6749041,Gsc,Trichoplax adhaerens (Trichoplax reptans),10228,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
V6CJ20,58,171689,Homeobox domain-containing protein,Caenorhabditis elegans,6239,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
W2TV56,58,25341462,Homeobox domain protein,Necator americanus (Human hookworm),51031,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2A2JXG4,58,,Homeobox domain-containing protein,Diploscapter pachys,2018661,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A090L2D8,58,,Goosecoid,Strongyloides ratti (Parasitic roundworm),34506,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0N4VPE5,58,,Homeobox domain-containing protein,Enterobius vermicularis (Human pinworm),51028,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,"Nucleus, Other locations"
A0A4U5PEV4,58,,Homeobox domain-containing protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A6G0ULU0,58,,Homeobox domain-containing protein,Halicephalobus sp. NKZ332,2598192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2F0BNE2,58,,Homeobox protein goosecoid,Eschrichtius robustus (California gray whale) (Eschrichtius gibbosus),9764,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
Q4H3E8,58,778636,Transcription factor protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
A0A6J8AWT6,58,,GSC,Mytilus coruscus (Sea mussel),42192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A6A4WW66,58,,Homeobox protein goosecoid,Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite),1232801,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A6H5IUM7,58,,Homeobox domain-containing protein,Trichogramma brassicae,86971,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1D1V942,58,,Homeobox domain-containing protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
E9HBA5,58,,Homeobox domain-containing protein,Daphnia pulex (Water flea),6669,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
A0A0L8ICK0,58,,Homeobox domain-containing protein,Octopus bimaculoides (California two-spotted octopus),37653,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A077ZDZ5,58,,Homeobox protein goosecoid A,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),36087,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
T1KUA4,58,107367249,Homeobox domain-containing protein,Tetranychus urticae (Two-spotted spider mite),32264,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2T7NYU2,47,,Homeobox domain-containing protein,Pomacea canaliculata (Golden apple snail),400727,DNA binding,nan,Nucleus
A0A5N5T8Z2,47,,Homeobox protein goosecoid,Armadillidium nasatum,96803,DNA binding,nan,Nucleus
A0A4C1ZD00,47,,Homeobox protein goosecoid,Eumeta variegata (Bagworm moth) (Eumeta japonica),151549,DNA binding,nan,Nucleus
A0A3R7M7L3,47,,Putative diencephalon/mesencephalon homeobox protein 1-B-like,Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei),6689,DNA binding,nan,Nucleus
B7PYL5,58,,"Homeobox domain, putative",Ixodes scapularis (Black-legged tick) (Deer tick),6945,"adenosine deaminase activity, DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
A0A443RCL7,46,,Paired box protein Pax-3-like protein,Dinothrombium tinctorium,1965070,DNA binding,nan,Nucleus
A0A132A2C9,58,,Homeobox domain-containing protein 12,Sarcoptes scabiei (Itch mite) (Acarus scabiei),52283,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A226ELY5,58,,Homeobox protein goosecoid,Folsomia candida (Springtail),158441,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A401PXX6,58,,Homeobox domain-containing protein,Scyliorhinus torazame (Cloudy catshark),75743,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
V8NNW6,58,,Homeobox protein goosecoid-2,Ophiophagus hannah (King cobra) (Naja hannah),8665,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
M7BWR3,46,,Protein DGCR14,Chelonia mydas (Green sea-turtle) (Chelonia agassizi),8469,DNA binding,nan,Nucleus
O15499,58,2928,Homeobox protein goosecoid-2,Homo sapiens (Human),9606,"DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, sequence-specific DNA binding, sequence-specific double-stranded DNA binding","anatomical structure morphogenesis, regulation of transcription by RNA polymerase II","Nucleus, Other locations"
A0A5N5TFP0,47,,Homeobox protein goosecoid,Armadillidium nasatum,96803,DNA binding,nan,Nucleus
A0A1D2MQ70,43,,Homeobox protein goosecoid,Orchesella cincta (Springtail),48709,DNA binding,nan,Nucleus
A0A4Z2I6T3,45,,Protein DGCR14,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,multicellular organism development,Nucleus
R7UF19,57,,Homeobox domain-containing protein,Capitella teleta (Polychaete worm),283909,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
T1F6U6,57,20204545,Uncharacterized protein,Helobdella robusta (Californian leech),6412,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","anatomical structure development, multicellular organism development, regulation of transcription by RNA polymerase II",Nucleus
K1QCD5,57,,Paired box protein Pax-6,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
A0A0N4VFI4,57,,Homeobox domain-containing protein,Enterobius vermicularis (Human pinworm),51028,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0V0YMP8,57,,Paired box protein Pax-6,Trichinella pseudospiralis (Parasitic roundworm),6337,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
A0A226E6M1,59,,Paired box protein Pax-6,Folsomia candida (Springtail),158441,DNA binding,"regulation of transcription, DNA-templated",Nucleus
T1GDG0,57,,Uncharacterized protein,Megaselia scalaris (Humpbacked fly) (Phora scalaris),36166,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
A0A2J7PYX8,57,,Paired box protein Pax-6,Cryptotermes secundus,105785,DNA binding,"multicellular organism development, regulation of transcription, DNA-templated",Nucleus
A0A1J1HK27,66,,"CLUMA_CG001543, isoform A",Clunio marinus,568069,DNA binding,"multicellular organism development, regulation of transcription, DNA-templated",Nucleus
A0A177B2C5,57,,Paired box protein Pax-4,Intoshia linei,1819745,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
T1KCV8,57,,Uncharacterized protein,Tetranychus urticae (Two-spotted spider mite),32264,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
Q7QEM9,46,1272206,AGAP000067-PA,Anopheles gambiae (African malaria mosquito),7165,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","anatomical structure development, multicellular organism development, regulation of transcription by RNA polymerase II",Nucleus
B7PL66,46,,"Paired box protein Pax-6, putative",Ixodes scapularis (Black-legged tick) (Deer tick),6945,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","anatomical structure development, multicellular organism development, regulation of transcription by RNA polymerase II",Nucleus
A0A132AFW7,46,,Homeobox domain containing protein 8,Sarcoptes scabiei (Itch mite) (Acarus scabiei),52283,DNA binding,"regulation of transcription, DNA-templated",Nucleus
A0A4S2LXC0,57,,Uncharacterized protein,Opisthorchis felineus,147828,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
G4VJ65,57,8341356,Putative paired box protein pax-6,Schistosoma mansoni (Blood fluke),6183,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
A0A4E0S1G0,57,,Eyeless,Fasciola hepatica (Liver fluke),6192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
Q5TUU2,62,1272212,AGAP000063-PA,Anopheles gambiae (African malaria mosquito),7165,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","anatomical structure development, multicellular organism development, regulation of transcription by RNA polymerase II",Nucleus
T1GJB9,62,,Uncharacterized protein,Megaselia scalaris (Humpbacked fly) (Phora scalaris),36166,DNA binding,"regulation of transcription, DNA-templated",Nucleus
A0A3M7RFK3,57,,Uncharacterized protein,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
A0A183SK70,57,,Uncharacterized protein,Schistocephalus solidus (Tapeworm),70667,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
A0A3P8GBF3,57,,Homeobox domain-containing protein,Echinostoma caproni,27848,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4S2LLX2,57,,Uncharacterized protein,Opisthorchis felineus,147828,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
A0A5K4FDT9,57,,Uncharacterized protein,Schistosoma mansoni (Blood fluke),6183,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
A0A401NVK7,57,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1D1UUJ0,57,,Homeobox domain-containing protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A3P6VBS8,57,,Homeobox domain-containing protein,Dibothriocephalus latus (Fish tapeworm) (Diphyllobothrium latum),60516,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2G9RX73,57,,Homeobox domain-containing protein,Lithobates catesbeianus (American bullfrog) (Rana catesbeiana),8400,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",pancreas development,Nucleus
O43316,57,,Paired box protein Pax-4,Homo sapiens (Human),9606,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, sequence-specific double-stranded DNA binding","anatomical structure development, animal organ morphogenesis, cell differentiation, endocrine pancreas development, regulation of transcription by RNA polymerase II","Nucleus, Other locations"
A0A4E0S3U6,57,,Homeobox domain-containing protein,Fasciola hepatica (Liver fluke),6192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5J4NY57,57,,Homeobox domain-containing protein,Paragonimus westermani,34504,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0R3VVU5,57,,Homeobox domain-containing protein,Taenia asiatica (Asian tapeworm),60517,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
J9M1B6,58,100575170,Uncharacterized protein,Acyrthosiphon pisum (Pea aphid),7029,DNA binding,"regulation of transcription, DNA-templated",Nucleus
A0A2B4SYG0,58,,Homeobox protein aristaless,Stylophora pistillata (Smooth cauliflower coral),50429,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2B4SMA4,58,,Retinal homeobox protein Rx2,Stylophora pistillata (Smooth cauliflower coral),50429,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1S3JFK1,58,106172828,paired box protein Pax-7,Lingula unguis,7574,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2B4T0C9,57,,Paired box protein Pax-3-B,Stylophora pistillata (Smooth cauliflower coral),50429,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2B4T1X6,58,,Paired box protein Pax-3,Stylophora pistillata (Smooth cauliflower coral),50429,DNA binding,"regulation of transcription, DNA-templated",Nucleus
A0EYM0,58,,PaxD4,Nematostella vectensis (Starlet sea anemone),45351,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","anatomical structure development, regulation of transcription by RNA polymerase II",Nucleus
V4BZH1,58,20229513,Homeobox domain-containing protein,Lottia gigantea (Giant owl limpet),225164,DNA binding,nan,Nucleus
V4A810,58,20229514,Homeobox domain-containing protein,Lottia gigantea (Giant owl limpet),225164,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
V4AS00,58,20252469,Homeobox domain-containing protein,Lottia gigantea (Giant owl limpet),225164,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2G9P9C3,58,,Homeobox domain-containing protein,Lithobates catesbeianus (American bullfrog) (Rana catesbeiana),8400,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2G8LRE0,58,,Putative homeobox protein aristaless-like,Stichopus japonicus (Sea cucumber),307972,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
W4XXF0,58,,Uncharacterized protein,,,nan,nan,nan
A7S0K9,58,5514637,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
F1NTN1,58,395864,Homeobox domain-containing protein,Gallus gallus (Chicken),9031,"chromatin binding, DNA-binding transcription repressor activity, RNA polymerase II-specific, protein C-terminus binding, protein homodimerization activity, protein N-terminus binding, RNA polymerase II cis-regulatory region sequence-specific DNA binding","camera-type eye development, canonical Wnt signaling pathway, cellular response to cadmium ion, ERK1 and ERK2 cascade, forebrain morphogenesis, gene expression, gonad development, leukemia inhibitory factor signaling pathway, multicellular organism growth, nose development, otic vesicle formation, pituitary gland development, regulation of embryonic development, regulation of transcription by RNA polymerase II, stem cell differentiation, stem cell population maintenance, thyroid gland development",Nucleus
A0A2G9RA98,58,,Homeobox domain-containing protein,Lithobates catesbeianus (American bullfrog) (Rana catesbeiana),8400,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",forebrain development,Nucleus
M7BAG6,58,,Homeobox protein ANF-1,Chelonia mydas (Green sea-turtle) (Chelonia agassizi),8469,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",forebrain development,Nucleus
Q61658,58,15209,Homeobox expressed in ES cells 1,Mus musculus (Mouse),10090,"chromatin binding, DNA binding, DNA-binding transcription repressor activity, RNA polymerase II-specific, protein C-terminus binding, protein homodimerization activity, protein N-terminus binding, RNA polymerase II cis-regulatory region sequence-specific DNA binding, RNA polymerase II transcription regulatory region sequence-specific DNA binding, sequence-specific DNA binding, sequence-specific double-stranded DNA binding, transcription factor binding","brain development, camera-type eye development, canonical Wnt signaling pathway, cellular response to cadmium ion, ERK1 and ERK2 cascade, forebrain development, forebrain morphogenesis, gene expression, gonad development, leukemia inhibitory factor signaling pathway, multicellular organism growth, negative regulation of transcription, DNA-templated, negative regulation of transcription by RNA polymerase II, nose development, otic vesicle formation, pituitary gland development, regulation of embryonic development, regulation of transcription by RNA polymerase II, stem cell differentiation, stem cell population maintenance, thyroid gland development, Wnt signaling pathway",Nucleus
A0A444V270,58,,Homeobox expressed in ES cells 1-B,Acipenser ruthenus (Sterlet sturgeon),7906,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",forebrain development,Nucleus
A0A401PGZ0,58,,Homeobox domain-containing protein,Scyliorhinus torazame (Cloudy catshark),75743,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",forebrain development,Nucleus
A0A3P7LCH9,58,,Homeobox domain-containing protein,Dibothriocephalus latus (Fish tapeworm) (Diphyllobothrium latum),60516,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0R3W177,57,,Homeobox domain-containing protein,Taenia asiatica (Asian tapeworm),60517,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4U5NIA6,58,,Homeobox domain-containing protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1X7STD5,58,100641701,Homeobox domain-containing protein,Amphimedon queenslandica (Sponge),400682,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
V4A9G9,58,20252476,Homeobox domain-containing protein,Lottia gigantea (Giant owl limpet),225164,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A443QH11,58,,Diencephalon/mesencephalon homeobox protein 1-like isoform X2,Dinothrombium tinctorium,1965070,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
P70368,56,18292,Homeobox protein SEBOX,Mus musculus (Mouse),10090,DNA binding,"embryo development ending in birth or egg hatching, oogenesis",Nucleus
A0A3M0KCD5,56,,Homeobox domain-containing protein,Hirundo rustica rustica,333673,DNA binding,nan,Nucleus
A0A4Z2F1J2,56,,Homeobox protein SEBOX,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,multicellular organism development,Nucleus
A0A4Z2HMC7,56,,Homeobox protein SEBOX,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,multicellular organism development,Nucleus
A0A444UQY1,56,,Homeobox protein SEBOX,Acipenser ruthenus (Sterlet sturgeon),7906,DNA binding,nan,Nucleus
Q9HB31,55,645832,Homeobox protein SEBOX,Homo sapiens (Human),9606,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific","embryo development ending in birth or egg hatching, oogenesis, regulation of transcription by RNA polymerase II",Nucleus
A0A444U3T1,56,,Homeobox protein SEBOX,Acipenser ruthenus (Sterlet sturgeon),7906,DNA binding,nan,Nucleus
Q1RM27,55,58078,Mix-type homeobox gene 2,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding, sequence-specific DNA binding","actin filament organization, cell migration involved in gastrulation, convergent extension involved in gastrulation, endoderm formation, epiboly, epiboly involved in gastrulation with mouth forming second, gastrulation, regulation of transcription by RNA polymerase II",Nucleus
A0A3M0KEW3,56,,Homeobox domain-containing protein,Hirundo rustica rustica,333673,DNA binding,nan,Nucleus
H3F367,58,,Pct-1,Pristionchus pacificus (Parasitic nematode),54126,"ATP binding, DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, protein kinase activity","protein phosphorylation, regulation of transcription involved in G1/S transition of mitotic cell cycle","Nucleus, Other locations"
A0A6G0UJ98,58,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
O01996,56,190204,EYG (Drosophila eyegone) homolog,Caenorhabditis elegans,6239,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","anatomical structure development, regulation of transcription by RNA polymerase II",Nucleus
H3FDI6,58,,Eyg-1,Pristionchus pacificus (Parasitic nematode),54126,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","anatomical structure development, regulation of transcription by RNA polymerase II",Nucleus
A0A0D8Y1I9,58,,Homeobox domain protein,Dictyocaulus viviparus (Bovine lungworm),29172,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0B1T5E6,58,,Homeobox domain protein,Oesophagostomum dentatum (Nodular worm),61180,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0N4WQN2,58,,Homeobox domain-containing protein,Haemonchus placei (Barber's pole worm),6290,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0N4Y4B9,57,,Homeobox domain-containing protein,Nippostrongylus brasiliensis (Rat hookworm),27835,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0B2V030,58,,Paired box protein Pax-6,Toxocara canis (Canine roundworm),6265,DNA binding,"regulation of transcription, DNA-templated",Nucleus
A0A158PNK1,58,,Uncharacterized protein,Anisakis simplex (Herring worm),6269,DNA binding,"regulation of transcription, DNA-templated",Nucleus
A0A0N4UDW7,58,,Uncharacterized protein,Dracunculus medinensis (Guinea worm),318479,DNA binding,"regulation of transcription, DNA-templated",Nucleus
A0A4U8UV81,58,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,DNA binding,"regulation of transcription, DNA-templated",Nucleus
A0A1V9X3R0,57,,Orthodenticle-like,Tropilaelaps mercedesae,418985,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
Q22459,58,,Homeobox domain-containing protein,Caenorhabditis elegans,6239,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II transcription regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
A0A3M7RHJ0,58,,Diencephalon mesencephalon homeobox 1,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A183IY26,58,,Homeobox domain-containing protein,Soboliphyme baturini,241478,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
